"Address","Errors","Warnings","Rich Result Errors","Rich Result Warnings","Rich Result Features","Feature-1","Total Types","Unique Types","Type-1","Indexability","Indexability Status"
"https://vacationdeals.to/new-orleans","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/ormond-beach","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/staypromo-daytona-beach-3-night-99","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/staypromo-daytona-beach-3-night-139","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/westgate-las-vegas-2-night-99","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-shoulder-season","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-3-night","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-cheap","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-5-night","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/westgate-myrtle-beach-3-night-99","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/westgate-events-myrtle-beach-3-night-549.00","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-oceanfront","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/mrg-myrtle-beach-31-night-150","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/capital-vacations-myrtle-beach-3-night-199","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-under-99","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-under-199","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-july-4th","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/staypromo-myrtle-beach-3-night-178","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-spring-break","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-for-seniors","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-for-families","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-for-groups","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/westgate-events-myrtle-beach-3-night-99.00","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/mrg-myrtle-beach-4-night-225","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/holiday-inn-myrtle-beach-3-night-100","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-spring","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-for-couples","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/westgate-myrtle-beach-3-night-249","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/departure-depot-myrtle-beach-3-night-599","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/departure-depot-myrtle-beach-3-night-799","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-labor-day-weekend","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-winter","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-2-night","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/westgate-myrtle-beach-2-night-79","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/staypromo-myrtle-beach-3-night-99","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-under-149","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-memorial-day-weekend","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-fall","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-pet-friendly","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/staypromo-myrtle-beach-3-night-269","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/staypromo-myrtle-beach-3-night-149","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-last-minute","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-summer","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/vacation-village-weston-3-night-200","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/westgate-myrtle-beach-3-night-179","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/staypromo-myrtle-beach-3-night-168","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/vacation-village-orlando-3-night-129","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/myrtle-beach-weekend","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/vacation-village-orlando-3-night-199","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/vacation-village-orlando-3-night-249","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/vacation-village-orlando-3-night-100","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/vacation-village-weston-3-night-100","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/vacation-village-orlando-4-night-299","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/vacation-village-orlando-4-night-179","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/staypromo-branson-3-night-99","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/vacation-village-orlando-3-night-150","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/staypromo-orlando-3-night-99","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/staypromo-punta-cana-4-night-698","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/staypromo-juan-dolio-4-night-749","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/staypromo-isla-verde-3-night-249","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/staypromo-humacao-3-night-298","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/staypromo-charleston-3-night-118","0","0","0","0","0","","0","0","","Indexable",""
"https://vacationdeals.to/deals/staypromo-new-smyrna-beach-3-night-139","0","0","0","0","0","","0","0","","Indexable",""
