"Address","Occurrences","Indexability","Indexability Status","Canonical Link Element 1","HTTP Canonical","Meta Robots 1","X-Robots-Tag 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1"
"https://vacationdeals.to/deals/vacationvip-gatlinburg-3-night-59","1","Indexable","","https://vacationdeals.to/deals/vacationvip-gatlinburg-3-night-59","","index, follow","","","","",""
"https://vacationdeals.to/festiva","1","Indexable","","https://vacationdeals.to/festiva","","index, follow","","","","",""
"https://vacationdeals.to/spinnaker","1","Indexable","","https://vacationdeals.to/spinnaker","","index, follow","","","","",""
"https://vacationdeals.to/deals/westgate-events-orlando-3-night-79","1","Indexable","","https://vacationdeals.to/deals/westgate-events-orlando-3-night-79","","index, follow","","","","",""
"https://vacationdeals.to/deals/westgate-myrtle-beach-3-night-59","1","Indexable","","https://vacationdeals.to/deals/westgate-myrtle-beach-3-night-59","","index, follow","","","","",""
"https://vacationdeals.to/deals/westgate-orlando-3-night-59","1","Indexable","","https://vacationdeals.to/deals/westgate-orlando-3-night-59","","index, follow","","","","",""
"https://vacationdeals.to/deals/vacationvip-myrtle-beach-3-night-59","1","Indexable","","https://vacationdeals.to/deals/vacationvip-myrtle-beach-3-night-59","","index, follow","","","","",""
"https://vacationdeals.to/terms","1","Indexable","","https://vacationdeals.to/terms","","index, follow","","","","",""
"https://vacationdeals.to/vacpack-games","1","Indexable","","https://vacationdeals.to/vacpack-games","","index, follow","","","","",""
"https://vacationdeals.to/villa-group","1","Indexable","","https://vacationdeals.to/villa-group","","index, follow","","","","",""
"https://vacationdeals.to/deals/vacationvip-orlando-3-night-59","1","Indexable","","https://vacationdeals.to/deals/vacationvip-orlando-3-night-59","","index, follow","","","","",""
"https://vacationdeals.to/westgate-events","1","Indexable","","https://vacationdeals.to/westgate-events","","index, follow","","","","",""
"https://vacationdeals.to/about","1","Indexable","","https://vacationdeals.to/about","","index, follow","","","","",""
"https://vacationdeals.to/orlando","1","Indexable","","https://vacationdeals.to/orlando","","index, follow","","","","",""
"https://vacationdeals.to/westgate","1","Indexable","","https://vacationdeals.to/westgate","","index, follow","","","","",""
"https://vacationdeals.to/privacy","1","Indexable","","https://vacationdeals.to/privacy","","index, follow","","","","",""
"https://vacationdeals.to/bookvip","1","Indexable","","https://vacationdeals.to/bookvip","","index, follow","","","","",""
"https://vacationdeals.to/deals/westgate-orlando-2-night-79","1","Indexable","","https://vacationdeals.to/deals/westgate-orlando-2-night-79","","index, follow","","","","",""
"https://vacationdeals.to/deals/westgate-events-orlando-2-night-99.00","1","Indexable","","https://vacationdeals.to/deals/westgate-events-orlando-2-night-99.00","","index, follow","","","","",""
"https://vacationdeals.to/blog","1","Indexable","","https://vacationdeals.to/blog","","index, follow","","","","",""
"https://vacationdeals.to/deals/govip-various-3-night-149","1","Indexable","","https://vacationdeals.to/deals/govip-various-3-night-149","","index, follow","","","","",""
"https://vacationdeals.to/deals/westgate-las-vegas-2-night-79","1","Indexable","","https://vacationdeals.to/deals/westgate-las-vegas-2-night-79","","index, follow","","","","",""
"https://vacationdeals.to/departure-depot","1","Indexable","","https://vacationdeals.to/departure-depot","","index, follow","","","","",""
"https://vacationdeals.to/gatlinburg","1","Indexable","","https://vacationdeals.to/gatlinburg","","index, follow","","","","",""
"https://vacationdeals.to/vacation-village","1","Indexable","","https://vacationdeals.to/vacation-village","","index, follow","","","","",""
"https://vacationdeals.to/deals","0","Indexable","","","","index, follow","","","","",""
"https://vacationdeals.to/staypromo","1","Indexable","","https://vacationdeals.to/staypromo","","index, follow","","","","",""
"https://vacationdeals.to/mrg","1","Indexable","","https://vacationdeals.to/mrg","","index, follow","","","","",""
"https://vacationdeals.to/deals/westgate-orlando-3-night-79","1","Indexable","","https://vacationdeals.to/deals/westgate-orlando-3-night-79","","index, follow","","","","",""
"https://vacationdeals.to/deals/westgate-las-vegas-3-night-59","1","Indexable","","https://vacationdeals.to/deals/westgate-las-vegas-3-night-59","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach","1","Indexable","","https://vacationdeals.to/myrtle-beach","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap","1","Indexable","","https://vacationdeals.to/rate-recap","","index, follow","","","","",""
"https://vacationdeals.to/deals/vacationvip-daytona-beach-3-night-59","1","Indexable","","https://vacationdeals.to/deals/vacationvip-daytona-beach-3-night-59","","index, follow","","","","",""
"https://vacationdeals.to/deals/westgate-multiple-destinations-3-night-59","1","Indexable","","https://vacationdeals.to/deals/westgate-multiple-destinations-3-night-59","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-bluegreen","1","Indexable","","https://vacationdeals.to/rate-recap-bluegreen","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-westgate-events","1","Indexable","","https://vacationdeals.to/rate-recap-westgate-events","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-weekend","1","Indexable","","https://vacationdeals.to/myrtle-beach-weekend","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-wyndham","1","Indexable","","https://vacationdeals.to/rate-recap-wyndham","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-capital-vacations","1","Indexable","","https://vacationdeals.to/rate-recap-capital-vacations","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-sheraton-vc","1","Indexable","","https://vacationdeals.to/rate-recap-sheraton-vc","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-divi","1","Indexable","","https://vacationdeals.to/rate-recap-divi","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-bahia-principe","1","Indexable","","https://vacationdeals.to/rate-recap-bahia-principe","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-massanutten","1","Indexable","","https://vacationdeals.to/rate-recap-massanutten","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-villa-group","1","Indexable","","https://vacationdeals.to/rate-recap-villa-group","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-timeshare-presentation-deals","1","Indexable","","https://vacationdeals.to/rate-recap-timeshare-presentation-deals","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-marriott","1","Indexable","","https://vacationdeals.to/rate-recap-marriott","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-premier-travel","1","Indexable","","https://vacationdeals.to/rate-recap-premier-travel","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-vacation-village","1","Indexable","","https://vacationdeals.to/rate-recap-vacation-village","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-holiday-inn","1","Indexable","","https://vacationdeals.to/rate-recap-holiday-inn","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-govip","1","Indexable","","https://vacationdeals.to/rate-recap-govip","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-westin-vc","1","Indexable","","https://vacationdeals.to/rate-recap-westin-vc","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-festiva","1","Indexable","","https://vacationdeals.to/rate-recap-festiva","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-vacationvip","1","Indexable","","https://vacationdeals.to/rate-recap-vacationvip","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-exploria","1","Indexable","","https://vacationdeals.to/rate-recap-exploria","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-departure-depot","1","Indexable","","https://vacationdeals.to/rate-recap-departure-depot","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-staypromo","1","Indexable","","https://vacationdeals.to/rate-recap-staypromo","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-hyatt","1","Indexable","","https://vacationdeals.to/rate-recap-hyatt","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-tafer","1","Indexable","","https://vacationdeals.to/rate-recap-tafer","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-el-cid","1","Indexable","","https://vacationdeals.to/rate-recap-el-cid","","index, follow","","","","",""
"https://vacationdeals.to/vacpack-rate-showdown","1","Indexable","","https://vacationdeals.to/vacpack-rate-showdown","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-spinnaker","1","Indexable","","https://vacationdeals.to/rate-recap-spinnaker","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-margaritaville","1","Indexable","","https://vacationdeals.to/rate-recap-margaritaville","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-summer","1","Indexable","","https://vacationdeals.to/myrtle-beach-summer","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-vegas-timeshare","1","Indexable","","https://vacationdeals.to/rate-recap-vegas-timeshare","","index, follow","","","","",""
"https://vacationdeals.to/rate-recap-westgate","1","Indexable","","https://vacationdeals.to/rate-recap-westgate","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-pet-friendly","1","Indexable","","https://vacationdeals.to/myrtle-beach-pet-friendly","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-last-minute","1","Indexable","","https://vacationdeals.to/myrtle-beach-last-minute","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-2-night","1","Indexable","","https://vacationdeals.to/myrtle-beach-2-night","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-memorial-day-weekend","0","Indexable","","","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-fall","1","Indexable","","https://vacationdeals.to/myrtle-beach-fall","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-under-149","1","Indexable","","https://vacationdeals.to/myrtle-beach-under-149","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-winter","1","Indexable","","https://vacationdeals.to/myrtle-beach-winter","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-labor-day-weekend","1","Indexable","","https://vacationdeals.to/myrtle-beach-labor-day-weekend","","index, follow","","","","",""
"https://vacationdeals.to/deals/holiday-inn-myrtle-beach-3-night-100","1","Indexable","","https://vacationdeals.to/deals/holiday-inn-myrtle-beach-3-night-100","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-for-couples","1","Indexable","","https://vacationdeals.to/myrtle-beach-for-couples","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-spring","1","Indexable","","https://vacationdeals.to/myrtle-beach-spring","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-for-seniors","1","Indexable","","https://vacationdeals.to/myrtle-beach-for-seniors","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-for-families","1","Indexable","","https://vacationdeals.to/myrtle-beach-for-families","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-for-groups","1","Indexable","","https://vacationdeals.to/myrtle-beach-for-groups","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-under-99","1","Indexable","","https://vacationdeals.to/myrtle-beach-under-99","","index, follow","","","","",""
"https://vacationdeals.to/deals/capital-vacations-myrtle-beach-3-night-199","1","Indexable","","https://vacationdeals.to/deals/capital-vacations-myrtle-beach-3-night-199","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-spring-break","1","Indexable","","https://vacationdeals.to/myrtle-beach-spring-break","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-under-199","1","Indexable","","https://vacationdeals.to/myrtle-beach-under-199","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-july-4th","1","Indexable","","https://vacationdeals.to/myrtle-beach-july-4th","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-5-night","1","Indexable","","https://vacationdeals.to/myrtle-beach-5-night","","index, follow","","","","",""
"https://vacationdeals.to/myrtle-beach-cheap","1","Indexable","","https://vacationdeals.to/myrtle-beach-cheap","","index, follow","","","","",""
"https://vacationdeals.to/holiday-inn","1","Indexable","","https://vacationdeals.to/holiday-inn","","index, follow","","","","",""
"https://vacationdeals.to/getawaydealz","1","Indexable","","https://vacationdeals.to/getawaydealz","","index, follow","","","","",""
"https://vacationdeals.to/bluegreen","1","Indexable","","https://vacationdeals.to/bluegreen","","index, follow","","","","",""
"https://vacationdeals.to/premier-travel","1","Indexable","","https://vacationdeals.to/premier-travel","","index, follow","","","","",""
"https://vacationdeals.to/capital-vacations","1","Indexable","","https://vacationdeals.to/capital-vacations","","index, follow","","","","",""
"https://vacationdeals.to/vegas-timeshare","1","Indexable","","https://vacationdeals.to/vegas-timeshare","","index, follow","","","","",""
"https://vacationdeals.to/discount-vacation","1","Indexable","","https://vacationdeals.to/discount-vacation","","index, follow","","","","",""
"https://vacationdeals.to/legendary","1","Indexable","","https://vacationdeals.to/legendary","","index, follow","","","","",""
"https://vacationdeals.to/deals/hgv-orlando-3-night-149","1","Indexable","","https://vacationdeals.to/deals/hgv-orlando-3-night-149","","index, follow","","","","",""
"https://vacationdeals.to/westin-vc","1","Indexable","","https://vacationdeals.to/westin-vc","","index, follow","","","","",""
"https://vacationdeals.to/timeshare-presentation-deals","1","Indexable","","https://vacationdeals.to/timeshare-presentation-deals","","index, follow","","","","",""
"https://vacationdeals.to/divi","1","Indexable","","https://vacationdeals.to/divi","","index, follow","","","","",""
"https://vacationdeals.to/vacationvip","1","Indexable","","https://vacationdeals.to/vacationvip","","index, follow","","","","",""
"https://vacationdeals.to/sheraton-vc","1","Indexable","","https://vacationdeals.to/sheraton-vc","","index, follow","","","","",""
"https://vacationdeals.to/massanutten","1","Indexable","","https://vacationdeals.to/massanutten","","index, follow","","","","",""
"https://vacationdeals.to/margaritaville","1","Indexable","","https://vacationdeals.to/margaritaville","","index, follow","","","","",""
"https://vacationdeals.to/el-cid","1","Indexable","","https://vacationdeals.to/el-cid","","index, follow","","","","",""
"https://vacationdeals.to/tafer","1","Indexable","","https://vacationdeals.to/tafer","","index, follow","","","","",""
"https://vacationdeals.to/govip","1","Indexable","","https://vacationdeals.to/govip","","index, follow","","","","",""
"https://vacationdeals.to/exploria","1","Indexable","","https://vacationdeals.to/exploria","","index, follow","","","","",""
"https://vacationdeals.to/bahia-principe","1","Indexable","","https://vacationdeals.to/bahia-principe","","index, follow","","","","",""
"https://vacationdeals.to/deals/hyatt-san-antonio-3-night-517","1","Indexable","","https://vacationdeals.to/deals/hyatt-san-antonio-3-night-517","","index, follow","","","","",""
"https://vacationdeals.to/deals/hyatt-san-diego-3-night-100","1","Indexable","","https://vacationdeals.to/deals/hyatt-san-diego-3-night-100","","index, follow","","","","",""
"https://vacationdeals.to/deals/hyatt-branson-3-night-100","1","Indexable","","https://vacationdeals.to/deals/hyatt-branson-3-night-100","","index, follow","","","","",""
"https://vacationdeals.to/deals/hyatt-lake-tahoe-3-night-100","1","Indexable","","https://vacationdeals.to/deals/hyatt-lake-tahoe-3-night-100","","index, follow","","","","",""
"https://vacationdeals.to/deals/hyatt-key-west-3-night-200","1","Indexable","","https://vacationdeals.to/deals/hyatt-key-west-3-night-200","","index, follow","","","","",""
"https://vacationdeals.to/deals/hyatt-bonita-springs-3-night-200","1","Indexable","","https://vacationdeals.to/deals/hyatt-bonita-springs-3-night-200","","index, follow","","","","",""
"https://vacationdeals.to/deals/hyatt-cabo-san-lucas-3-night-100","1","Indexable","","https://vacationdeals.to/deals/hyatt-cabo-san-lucas-3-night-100","","index, follow","","","","",""
"https://vacationdeals.to/deals/marriott-unknown-5-night-949","1","Indexable","","https://vacationdeals.to/deals/marriott-unknown-5-night-949","","index, follow","","","","",""
"https://vacationdeals.to/deals/hyatt-sedona-3-night-800","1","Indexable","","https://vacationdeals.to/deals/hyatt-sedona-3-night-800","","index, follow","","","","",""
"https://vacationdeals.to/deals/hyatt-maui-3-night-200","1","Indexable","","https://vacationdeals.to/deals/hyatt-maui-3-night-200","","index, follow","","","","",""
"https://vacationdeals.to/deals/marriott-orlando-4-night-399","1","Indexable","","https://vacationdeals.to/deals/marriott-orlando-4-night-399","","index, follow","","","","",""
"https://vacationdeals.to/deals/marriott-florida-4-night-399","1","Indexable","","https://vacationdeals.to/deals/marriott-florida-4-night-399","","index, follow","","","","",""
"https://vacationdeals.to/deals/marriott-orlando-3-night-399","1","Indexable","","https://vacationdeals.to/deals/marriott-orlando-3-night-399","","index, follow","","","","",""
"https://vacationdeals.to/deals/marriott-waikoloa-beach-4-night-899","1","Indexable","","https://vacationdeals.to/deals/marriott-waikoloa-beach-4-night-899","","index, follow","","","","",""
"https://vacationdeals.to/deals/marriott-waikoloa-4-night-899","1","Indexable","","https://vacationdeals.to/deals/marriott-waikoloa-4-night-899","","index, follow","","","","",""
"https://vacationdeals.to/deals/marriott-oahu-5-night-1299","1","Indexable","","https://vacationdeals.to/deals/marriott-oahu-5-night-1299","","index, follow","","","","",""
"https://vacationdeals.to/deals/marriott-las-vegas-3-night-299","1","Indexable","","https://vacationdeals.to/deals/marriott-las-vegas-3-night-299","","index, follow","","","","",""
"https://vacationdeals.to/cancun-oceanfront","1","Indexable","","https://vacationdeals.to/cancun-oceanfront","","index, follow","","","","",""
"https://vacationdeals.to/deals/westgate-branson-2-night-79","1","Indexable","","https://vacationdeals.to/deals/westgate-branson-2-night-79","","index, follow","","","","",""
"https://vacationdeals.to/deals/marriott-orlando-4-night-369","1","Indexable","","https://vacationdeals.to/deals/marriott-orlando-4-night-369","","index, follow","","","","",""
"https://vacationdeals.to/galveston","1","Indexable","","https://vacationdeals.to/galveston","","index, follow","","","","",""
"https://vacationdeals.to/cancun-luxury","1","Indexable","","https://vacationdeals.to/cancun-luxury","","index, follow","","","","",""
"https://vacationdeals.to/deals/staypromo-cancun-3-night-399","1","Indexable","","https://vacationdeals.to/deals/staypromo-cancun-3-night-399","","index, follow","","","","",""
"https://vacationdeals.to/hilton-head","1","Indexable","","https://vacationdeals.to/hilton-head","","index, follow","","","","",""
"https://vacationdeals.to/cancun-christmas","1","Indexable","","https://vacationdeals.to/cancun-christmas","","index, follow","","","","",""
"https://vacationdeals.to/lake-tahoe","1","Indexable","","https://vacationdeals.to/lake-tahoe","","index, follow","","","","",""
"https://vacationdeals.to/deals/staypromo-cancun-4-night-649","1","Indexable","","https://vacationdeals.to/deals/staypromo-cancun-4-night-649","","index, follow","","","","",""
"https://vacationdeals.to/deals/premier-travel-cancun-4-night-799","1","Indexable","","https://vacationdeals.to/deals/premier-travel-cancun-4-night-799","","index, follow","","","","",""
"https://vacationdeals.to/daytona-beach","1","Indexable","","https://vacationdeals.to/daytona-beach","","index, follow","","","","",""
"https://vacationdeals.to/cancun-last-minute","1","Indexable","","https://vacationdeals.to/cancun-last-minute","","index, follow","","","","",""
"https://vacationdeals.to/cancun-5-night","1","Indexable","","https://vacationdeals.to/cancun-5-night","","index, follow","","","","",""
"https://vacationdeals.to/key-west","1","Indexable","","https://vacationdeals.to/key-west","","index, follow","","","","",""
"https://vacationdeals.to/deals/villa-group-cancun-5-night-845","1","Indexable","","https://vacationdeals.to/deals/villa-group-cancun-5-night-845","","index, follow","","","","",""
"https://vacationdeals.to/cancun-new-years","0","Indexable","","","","index, follow","","","","",""
"https://vacationdeals.to/cancun-solo-travelers","1","Indexable","","https://vacationdeals.to/cancun-solo-travelers","","index, follow","","","","",""
"https://vacationdeals.to/san-diego","1","Indexable","","https://vacationdeals.to/san-diego","","index, follow","","","","",""
"https://vacationdeals.to/deals/mrg-cancun-5-night-199","1","Indexable","","https://vacationdeals.to/deals/mrg-cancun-5-night-199","","index, follow","","","","",""
"https://vacationdeals.to/cancun-for-couples","1","Indexable","","https://vacationdeals.to/cancun-for-couples","","index, follow","","","","",""
"https://vacationdeals.to/sedona","1","Indexable","","https://vacationdeals.to/sedona","","index, follow","","","","",""
"https://vacationdeals.to/cancun-spring-break","1","Indexable","","https://vacationdeals.to/cancun-spring-break","","index, follow","","","","",""
"https://vacationdeals.to/park-city","1","Indexable","","https://vacationdeals.to/park-city","","index, follow","","","","",""
"https://vacationdeals.to/cancun-under-199","1","Indexable","","https://vacationdeals.to/cancun-under-199","","index, follow","","","","",""
"https://vacationdeals.to/cancun-honeymoon","1","Indexable","","https://vacationdeals.to/cancun-honeymoon","","index, follow","","","","",""
"https://vacationdeals.to/deals/staypromo-cancun-4-night-399","1","Indexable","","https://vacationdeals.to/deals/staypromo-cancun-4-night-399","","index, follow","","","","",""
"https://vacationdeals.to/cancun-summer","1","Indexable","","https://vacationdeals.to/cancun-summer","","index, follow","","","","",""
"https://vacationdeals.to/deals/staypromo-cancun-4-night-499","1","Indexable","","https://vacationdeals.to/deals/staypromo-cancun-4-night-499","","index, follow","","","","",""
"https://vacationdeals.to/deals/staypromo-cancun-4-night-598","1","Indexable","","https://vacationdeals.to/deals/staypromo-cancun-4-night-598","","index, follow","","","","",""
"https://vacationdeals.to/deals/staypromo-cancun-4-night-698","1","Indexable","","https://vacationdeals.to/deals/staypromo-cancun-4-night-698","","index, follow","","","","",""
"https://vacationdeals.to/cancun-fall","1","Indexable","","https://vacationdeals.to/cancun-fall","","index, follow","","","","",""
"https://vacationdeals.to/cocoa-beach","1","Indexable","","https://vacationdeals.to/cocoa-beach","","index, follow","","","","",""
"https://vacationdeals.to/new-york-city","1","Indexable","","https://vacationdeals.to/new-york-city","","index, follow","","","","",""
"https://vacationdeals.to/san-antonio","1","Indexable","","https://vacationdeals.to/san-antonio","","index, follow","","","","",""
"https://vacationdeals.to/puerto-vallarta","1","Indexable","","https://vacationdeals.to/puerto-vallarta","","index, follow","","","","",""
"https://vacationdeals.to/cabo","1","Indexable","","https://vacationdeals.to/cabo","","index, follow","","","","",""
"https://vacationdeals.to/cancun-winter","1","Indexable","","https://vacationdeals.to/cancun-winter","","index, follow","","","","",""
"https://vacationdeals.to/miami","1","Indexable","","https://vacationdeals.to/miami","","index, follow","","","","",""
"https://vacationdeals.to/cancun-adults-only","1","Indexable","","https://vacationdeals.to/cancun-adults-only","","index, follow","","","","",""
"https://vacationdeals.to/cancun-destination-wedding","1","Indexable","","https://vacationdeals.to/cancun-destination-wedding","","index, follow","","","","",""
"https://vacationdeals.to/cancun-for-groups","1","Indexable","","https://vacationdeals.to/cancun-for-groups","","index, follow","","","","",""
"https://vacationdeals.to/williamsburg","1","Indexable","","https://vacationdeals.to/williamsburg","","index, follow","","","","",""
"https://vacationdeals.to/punta-cana","1","Indexable","","https://vacationdeals.to/punta-cana","","index, follow","","","","",""
"https://vacationdeals.to/cancun-all-inclusive","1","Indexable","","https://vacationdeals.to/cancun-all-inclusive","","index, follow","","","","",""
"https://vacationdeals.to/nashville","1","Indexable","","https://vacationdeals.to/nashville","","index, follow","","","","",""
"https://vacationdeals.to/cancun-3-night","1","Indexable","","https://vacationdeals.to/cancun-3-night","","index, follow","","","","",""
"https://vacationdeals.to/nassau","1","Indexable","","https://vacationdeals.to/nassau","","index, follow","","","","",""
"https://vacationdeals.to/huatulco","1","Indexable","","https://vacationdeals.to/huatulco","","index, follow","","","","",""
"https://vacationdeals.to/portland","1","Indexable","","https://vacationdeals.to/portland","","index, follow","","","","",""
"https://vacationdeals.to/bonita-springs","1","Indexable","","https://vacationdeals.to/bonita-springs","","index, follow","","","","",""
"https://vacationdeals.to/collingwood","1","Indexable","","https://vacationdeals.to/collingwood","","index, follow","","","","",""
"https://vacationdeals.to/scottsdale","1","Indexable","","https://vacationdeals.to/scottsdale","","index, follow","","","","",""
"https://vacationdeals.to/hollister","1","Indexable","","https://vacationdeals.to/hollister","","index, follow","","","","",""
"https://vacationdeals.to/fort-lauderdale","1","Indexable","","https://vacationdeals.to/fort-lauderdale","","index, follow","","","","",""
"https://vacationdeals.to/north-myrtle-beach","1","Indexable","","https://vacationdeals.to/north-myrtle-beach","","index, follow","","","","",""
"https://vacationdeals.to/waikoloa-beach","1","Indexable","","https://vacationdeals.to/waikoloa-beach","","index, follow","","","","",""
"https://vacationdeals.to/riviera-maya","1","Indexable","","https://vacationdeals.to/riviera-maya","","index, follow","","","","",""
"https://vacationdeals.to/willemstad","1","Indexable","","https://vacationdeals.to/willemstad","","index, follow","","","","",""
"https://vacationdeals.to/pigeon-forge","1","Indexable","","https://vacationdeals.to/pigeon-forge","","index, follow","","","","",""
"https://vacationdeals.to/hollywood","1","Indexable","","https://vacationdeals.to/hollywood","","index, follow","","","","",""
"https://vacationdeals.to/atlanta","1","Indexable","","https://vacationdeals.to/atlanta","","index, follow","","","","",""
"https://vacationdeals.to/new-smyrna-beach","1","Indexable","","https://vacationdeals.to/new-smyrna-beach","","index, follow","","","","",""
"https://vacationdeals.to/pocono-mountains","1","Indexable","","https://vacationdeals.to/pocono-mountains","","index, follow","","","","",""
"https://vacationdeals.to/guanacaste","1","Indexable","","https://vacationdeals.to/guanacaste","","index, follow","","","","",""
"https://vacationdeals.to/st-thomas","1","Indexable","","https://vacationdeals.to/st-thomas","","index, follow","","","","",""
"https://vacationdeals.to/weston","1","Indexable","","https://vacationdeals.to/weston","","index, follow","","","","",""
"https://vacationdeals.to/oranjestad","1","Indexable","","https://vacationdeals.to/oranjestad","","index, follow","","","","",""
"https://vacationdeals.to/maui","1","Indexable","","https://vacationdeals.to/maui","","index, follow","","","","",""
"https://vacationdeals.to/mazatlan","1","Indexable","","https://vacationdeals.to/mazatlan","","index, follow","","","","",""
"https://vacationdeals.to/puerto-plata","1","Indexable","","https://vacationdeals.to/puerto-plata","","index, follow","","","","",""
"https://vacationdeals.to/garden-city","1","Indexable","","https://vacationdeals.to/garden-city","","index, follow","","","","",""
"https://vacationdeals.to/orange-beach","1","Indexable","","https://vacationdeals.to/orange-beach","","index, follow","","","","",""
"https://vacationdeals.to/charleston","1","Indexable","","https://vacationdeals.to/charleston","","index, follow","","","","",""
